iarrtas,25,
fa,25,
thachras,25,
chùrsa,25,
òban,25,
leabaidh,25,
bhàsaich,25,
mairead,25,
cruthachadh,25,
beanntan,25,
staid,25,
riaghailtean,25,
companaidhean,25,
chost,25,
sort,25,
than,25,
suidhe,24,
boireannach,24,
dhaibhsan,24,
cultar,24,
inbhe,24,
innis,24,
donn,24,
tòisichidh,24,
innes,24,
bhbc,24,
canada,24,
colaiste,24,
snàmh,24,
blàr,24,
seumasach,24,
chòig,24,
oileanach,24,
choinneamh,24,
put,24,
fhaisge,24,
mì-fhortanach,24,
romhpa,24,
sheann,24,
chudromach,24,
piseach,24,
down,24,
ghluasad,24,
stiùireadh,24,
fhàg,24,
àrdachadh,24,
fianais,24,
àrd-ùrlar,24,
thràth,24,
sluaigh,24,
film,24,
neo,24,
being,24,
clò,24,
thaisbeanadh,24,
pearsanta,23,
sheanair,23,
briseadh,23,
dh’innse,23,
iomradh,23,
teann,23,
agadsa,23,
fheuchainn,23,
bruich,23,
breith,23,
saighdearan,23,
chùil,23,
dusan,23,
gabhaidh,23,
dh’fhàs,23,
tràigh,23,
eòlaichean,23,
leasachaidh,23,
dh’fheuch,23,
solais,23,
shealltainn,23,
lugha,23,
och,23,
aodaich,23,
siostam,23,
caraidean,23,
sìmplidh,23,
deuchainnean,23,
ciùil,23,
albannach,23,
rannsachaidh,23,
ìosal,23,
ìomhaigh,23,
maighstir,23,
gnìomhachasan,23,
cille,23,
saor,23,
take,23,
thàladh,23,
earra-ghàidheal,23,
sgoilear,23,
those,23,
thachartasan,23,
bh’ann,23,
bhog,23,
camanachd,23,
cho-fhlaitheis,23,
iolaire,23,
ribh,22,
co-cheangailte,22,
sgaoileadh,22,
fearann,22,
sheinn,22,
bhìobaill,22,
fheumadh,22,
fuaim,22,
chlas,22,
tomhas,22,
teaghlaich,22,
aithneachadh,22,
thric,22,
soitheach,22,
meadhanach,22,
sheanmhair,22,
cogaidh,22,
thùs,22,
blasta,22,
mhinisteir,22,
ormsa,22,
balach,22,
mhinistear,22,
two,22,
geal,22,
aonan,22,
bhuannaich,22,
sgiobalta,22,
deònach,22,
tog,22,
teachdaireachd,22,
leibh,22,
buannachd,22,
fliuch,22,
dealbh-chluich,22,
sgeul,22,
doing,22,
much,22,
ceannachd,22,
dhealbh,22,
community,22,
